Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,pid,Year,YR_INT
Stephane Fiset,25,COL,37,,22,6,7,103,1012,909,.898,2.93,1,5.4,2107,,,,100,-0.20,0,1,1,2,fisetst01,1995-1996,1996
Mark Fitzpatrick,27,FLA,34,,15,11,3,88,810,722,.891,2.96,0,3.8,1786,,,,107,-5.72,0,0,0,12,fitzpma01,1995-1996,1996
Wade Flaherty,28,SJS,24,,3,12,1,92,689,597,.866,4.85,0,1.7,1137,,,,131,-22.01,0,0,0,0,flahewa01,1995-1996,1996
Grant Fuhr,33,STL,79,,30,28,16,209,2157,1948,.903,2.87,3,12.5,4365,,,,95,10.11,0,1,1,8,fuhrgr01,1995-1996,1996
Joaquin Gage,22,EDM,16,,2,8,1,45,350,305,.871,3.77,0,1.0,717,,,,127,-9.45,0,0,0,4,gagejo02,1995-1996,1996
Jeff Hackett,27,CHI,35,,18,11,4,80,948,868,.916,2.40,4,6.6,2000,,,,83,16.30,0,1,1,8,hackeje01,1995-1996,1996
Dominik Hasek,31,BUF,59,,22,30,6,161,2011,1850,.920,2.83,2,14.8,3417,,,,79,43.28,0,1,1,6,hasekdo01,1995-1996,1996
Glenn Healy,33,NYR,44,,17,14,11,124,1237,1113,.900,2.90,2,6.8,2564,,,,99,1.65,0,1,1,8,healygl01,1995-1996,1996
Guy Hebert,29,MDA,59,,28,23,5,157,1820,1663,.914,2.83,4,12.3,3326,,,,85,27.87,0,0,0,6,hebergu01,1995-1996,1996
Ron Hextall,31,PHI,53,,31,13,7,112,1292,1180,.913,2.17,4,8.7,3102,,,,85,19.24,0,1,1,28,hextaro01,1995-1996,1996
Corey Hirsch,23,VAN,41,,17,14,6,114,1173,1059,.903,2.93,1,6.8,2338,,,,96,5.15,0,2,2,2,hirscco01,1995-1996,1996
Kevin Hodson,23,DET,4,,2,0,0,3,67,64,.955,1.10,1,0.7,163,,,,,,0,0,0,0,hodsoke01,1995-1996,1996
Kelly Hrudey,35,LAK,36,,7,15,10,113,1214,1101,.907,3.26,0,7.5,2077,,,,92,10.32,0,0,0,4,hrudeke01,1995-1996,1996
Arturs Irbe,28,SJS,22,,4,12,4,85,607,522,.860,4.59,0,1.1,1112,,,,138,-23.34,0,0,0,4,irbear01,1995-1996,1996
Pat Jablonski,28,MTL,23,,5,9,6,62,676,614,.908,2.94,0,4.2,1264,,,,90,6.67,0,1,1,2,jablopa01,1995-1996,1996
Pat Jablonski,28,STL,1,,0,0,0,1,5,4,.800,7.83,0,0.0,8,,,,,,0,0,0,0,jablopa01,1995-1996,1996
Curtis Joseph,28,EDM,34,,15,16,2,111,971,860,.886,3.44,0,4.1,1936,,,,113,-12.37,0,1,1,4,josepcu01,1995-1996,1996
Nikolai Khabibulin,23,WIN,53,,26,20,3,152,1656,1504,.908,3.13,2,10.4,2914,,,,90,16.21,0,0,0,12,khabini01,1995-1996,1996
Trevor Kidd,23,CGY,47,,15,21,8,119,1130,1011,.895,2.78,3,5.7,2570,,,,104,-4.22,0,2,2,4,kiddtr01,1995-1996,1996
Olaf Kolzig,25,WSH,18,,4,8,2,46,406,360,.887,3.08,0,1.8,897,,,,112,-4.76,0,0,0,2,kolziol01,1995-1996,1996
Patrick Labrecque,24,MTL,2,,0,1,0,7,47,40,.851,4.29,0,0.1,98,,,,,,0,0,0,2,labrepa01,1995-1996,1996
Blaine Lacher,25,BOS,12,,3,5,2,44,284,240,.845,3.94,0,0.2,671,,,,,,0,0,0,4,lachebl01,1995-1996,1996
Scott Langkow,20,WIN,1,,0,0,0,0,2,2,1.000,0.00,0,0.0,6,,,,,,0,0,0,0,langksc01,1995-1996,1996
Kirk McLean,29,VAN,45,,15,21,9,156,1292,1136,.879,3.54,2,4.7,2645,,,,119,-24.76,0,2,2,6,mcleaki01,1995-1996,1996
Jamie McLennan,24,NYI,13,,3,9,1,39,342,303,.886,3.68,0,1.5,636,,,,112,-4.26,0,0,0,2,mclenja01,1995-1996,1996
Andy Moog,35,DAL,41,,13,19,7,111,1106,995,.900,2.99,1,6.1,2228,,,,99,1.35,0,0,0,28,moogan01,1995-1996,1996
Jason Muzzatti,25,HAR,22,,4,8,3,49,551,502,.911,2.90,1,3.6,1013,,,,88,6.97,0,0,0,33,muzzaja01,1995-1996,1996
Chris Osgood,23,DET,50,,39,6,5,106,1190,1084,.911,2.17,5,7.8,2933,,,,88,14.88,1,2,3,4,osgooch01,1995-1996,1996
Felix Potvin,24,TOR,69,,30,26,11,192,2135,1943,.910,2.87,2,13.8,4009,,,,89,24.87,0,0,0,4,potvife01,1995-1996,1996
Daren Puppa,30,TBL,57,,29,16,9,131,1605,1474,.918,2.46,5,11.6,3189,,,,80,32.03,0,1,1,4,puppada01,1995-1996,1996
Bruce Racine,29,STL,11,,0,3,0,12,101,89,.881,3.13,0,0.4,230,,,,,,0,0,0,2,racinbr01,1995-1996,1996
Jamie Ram,25,NYR,1,,0,0,0,0,9,9,1.000,0.00,0,0.1,27,,,,,,0,0,0,0,ramja01,1995-1996,1996
Bill Ranford,29,BOS,40,,21,12,4,109,1030,921,.894,2.84,1,5.2,2307,,,,104,-4.37,0,2,2,0,ranfobi01,1995-1996,1996
Bill Ranford,29,EDM,37,,13,18,5,128,1024,896,.875,3.81,1,3.3,2015,,,,123,-23.98,0,1,1,2,ranfobi01,1995-1996,1996
Jeff Reese,29,TBL,19,,7,7,1,54,464,410,.884,3.26,0,1.9,994,,,,115,-6.87,0,0,0,0,reeseje01,1995-1996,1996
Jeff Reese,29,HAR,7,,2,3,0,14,170,156,.918,3.06,1,1.2,275,,,,,,0,0,0,0,reeseje01,1995-1996,1996
Damian Rhodes,26,OTT,36,,10,22,4,98,1041,943,.906,2.77,2,6.3,2123,,,,93,7.74,0,2,2,4,rhodeda01,1995-1996,1996
Damian Rhodes,26,TOR,11,,4,5,1,29,301,272,.904,2.79,0,1.8,624,,,,,,0,0,0,0,rhodeda01,1995-1996,1996
Mike Richter,29,NYR,41,,24,13,3,107,1221,1114,.912,2.68,3,8.1,2396,,,,86,17.03,0,1,1,4,richtmi01,1995-1996,1996
Dominic Roussel,25,PHI,9,,2,3,2,22,178,156,.876,2.89,1,0.6,456,,,,,,0,0,0,0,roussdo01,1995-1996,1996
Dominic Roussel,25,WIN,7,,2,2,0,16,134,118,.881,3.37,0,0.5,285,,,,,,0,0,0,2,roussdo01,1995-1996,1996
Patrick Roy,30,COL,39,,22,15,1,103,1130,1027,.909,2.68,1,7.2,2305,,,,90,11.78,0,0,0,4,roypa01,1995-1996,1996
Patrick Roy,30,MTL,22,,12,9,1,62,667,605,.907,2.95,1,4.1,1260,,,,92,5.75,0,0,0,6,roypa01,1995-1996,1996
Tommy Salo,24,NYI,10,,1,7,1,35,250,215,.860,4.01,0,0.5,523,,,,,,0,0,0,0,saloto01,1995-1996,1996
Geoff Sarjeant,26,SJS,4,,0,2,1,14,87,73,.839,4.92,0,0.0,171,,,,,,0,0,0,2,sarjege01,1995-1996,1996
Corey Schwab,25,NJD,10,,0,3,0,12,119,107,.899,2.18,0,0.6,331,,,,,,0,0,0,31,schwaco01,1995-1996,1996
Steve Shields,23,BUF,2,,1,0,0,4,32,28,.875,3.19,0,0.1,75,,,,,,0,0,0,2,shielst01,1995-1996,1996
Mikhail Shtalenkov,30,MDA,30,,7,16,3,85,814,729,.896,3.12,0,4.2,1637,,,,103,-2.31,0,2,2,2,shtalmi01,1995-1996,1996
Garth Snow,26,PHI,26,,12,8,4,69,648,579,.894,2.88,0,3.2,1437,,,,105,-3.18,0,0,0,18,snowga01,1995-1996,1996
Tommy Soderstrom,26,NYI,51,,11,22,6,167,1370,1203,.878,3.87,2,4.8,2590,,,,120,-27.84,0,0,0,7,soderto01,1995-1996,1996
Jamie Storr,20,LAK,5,,3,1,0,12,147,135,.918,2.75,0,1.1,262,,,,,,0,0,0,0,storrja01,1995-1996,1996
Rick Tabaracci,27,CGY,43,,19,16,3,117,1087,970,.892,2.94,3,5.3,2391,,,,106,-6.58,0,2,2,8,tabarri01,1995-1996,1996
Robbie Tallas,22,BOS,1,,1,0,0,3,29,26,.897,3.00,0,0.2,60,,,,,,0,0,0,0,tallaro01,1995-1996,1996
Chris Terreri,31,SJS,46,,13,29,1,155,1322,1167,.883,3.70,0,5.2,2516,,,,115,-20.71,0,5,5,4,terrech01,1995-1996,1996
Chris Terreri,31,NJD,4,,3,0,0,9,92,83,.902,2.57,0,0.5,210,,,,,,0,0,0,0,terrech01,1995-1996,1996
Jose Theodore,19,MTL,1,,0,0,0,1,2,1,.500,6.69,0,-0.1,9,,,,,,0,0,0,0,theodjo01,1995-1996,1996
Jocelyn Thibault,21,MTL,40,,23,13,3,110,1258,1148,.913,2.83,3,8.4,2334,,,,86,17.79,0,0,0,2,thibajo01,1995-1996,1996
Jocelyn Thibault,21,COL,10,,3,4,2,28,222,194,.874,3.01,0,0.7,558,,,,,,0,0,0,0,thibajo01,1995-1996,1996
Andrei Trefilov,26,BUF,22,,8,8,1,64,660,596,.903,3.51,0,3.8,1094,,,,95,3.04,0,0,0,4,trefian01,1995-1996,1996
John Vanbiesbrouck,32,FLA,57,,26,20,7,142,1473,1331,.904,2.68,2,8.6,3178,,,,95,7.63,0,2,2,10,vanbijo01,1995-1996,1996
Mike Vernon,32,DET,32,,21,7,2,70,723,653,.903,2.26,3,4.2,1855,,,,95,3.44,0,0,0,2,vernomi01,1995-1996,1996
Jimmy Waite,26,CHI,1,,0,0,0,0,8,8,1.000,0.00,0,0.1,31,,,,,,0,0,0,0,waiteji01,1995-1996,1996
Darcy Wakaluk,29,DAL,37,,9,16,5,106,975,869,.891,3.39,1,4.6,1875,,,,107,-6.96,0,0,0,6,wakalda01,1995-1996,1996
Derek Wilkinson,21,TBL,4,,0,3,0,15,105,90,.857,4.50,0,0.2,200,,,,,,0,0,0,2,wilkide01,1995-1996,1996
Jordan Willis,20,DAL,1,,0,1,0,1,14,13,.929,3.20,0,0.1,19,,,,,,0,0,0,0,willijo01,1995-1996,1996
Ken Wregget,31,PIT,37,,20,13,2,115,1205,1090,.905,3.24,3,7.2,2132,,,,94,7.40,0,2,2,8,wreggke01,1995-1996,1996
Mike Bales,23,OTT,1,,0,0,0,0,1,1,1.000,0.00,0,0.0,3,,,,,,0,0,0,0,balesmi01,1994-1995,1995
Tom Barrasso,29,PIT,2,,0,1,1,8,75,67,.893,3.84,0,0.4,125,,,,,,0,0,0,0,barrato01,1994-1995,1995
Don Beaupre,33,OTT,38,,8,25,3,121,1167,1046,.896,3.36,1,6.0,2161,,,,104,-4.98,0,0,0,10,beaupdo01,1994-1995,1995
Ed Belfour,29,CHI,42,,22,15,3,93,990,897,.906,2.28,5,6.0,2450,,,,94,5.43,0,3,3,11,belfoed01,1994-1995,1995
Jean-Claude Bergeron,26,TBL,17,,3,9,1,49,374,325,.869,3.33,1,0.9,883,,,,132,-11.82,0,0,0,2,bergeje01,1994-1995,1995
Craig Billington,28,OTT,9,,0,6,2,32,240,208,.867,4.06,0,0.6,472,,,,134,-8.14,0,0,0,2,billicr01,1994-1995,1995
Craig Billington,28,BOS,8,,5,1,0,19,140,121,.864,3.05,0,0.3,373,,,,,,0,0,0,2,billicr01,1994-1995,1995
Fred Brathwaite,22,EDM,14,,2,5,1,40,292,252,.863,4.00,0,0.6,601,,,,138,-10.97,0,0,0,0,brathfr01,1994-1995,1995
Martin Brodeur,22,NJD,40,,19,11,6,89,908,819,.902,2.44,3,5.2,2184,,,,99,1.27,0,2,2,2,brodema01,1994-1995,1995
Sean Burke,28,HAR,42,,17,19,4,108,1233,1125,.912,2.68,0,8.2,2418,,,,88,14.58,0,1,1,8,burkese01,1994-1995,1995
Jim Carey,20,WSH,28,,18,6,3,57,654,597,.913,2.13,4,4.4,1604,,,,88,8.02,0,0,0,0,careyji01,1994-1995,1995
Jon Casey,32,STL,19,,7,5,4,40,400,360,.900,2.75,0,2.2,872,,,,101,-0.23,0,0,0,0,caseyjo01,1994-1995,1995
Tim Cheveldae,26,WIN,30,,8,16,3,97,818,721,.881,3.70,0,3.0,1571,,,,119,-15.67,0,1,1,2,cheveti01,1994-1995,1995
Byron Dafoe,23,WSH,4,,1,1,1,11,80,69,.863,3.53,0,0.2,187,,,,,,0,0,0,0,dafoeby01,1994-1995,1995
Philippe DeRouville,20,PIT,1,,1,0,0,3,27,24,.889,3.00,0,0.1,60,,,,,,0,0,0,0,derouph01,1994-1995,1995
Manny Fernandez,20,DAL,1,,0,1,0,3,27,24,.889,3.05,0,0.1,59,,,,,,0,0,0,0,fernama01,1994-1995,1995
Stephane Fiset,24,QUE,32,,17,10,3,87,968,881,.910,2.78,2,6.3,1879,,,,90,9.24,0,3,3,2,fisetst01,1994-1995,1995
Mark Fitzpatrick,26,FLA,15,,6,7,2,36,361,325,.900,2.64,2,2.0,819,,,,100,-0.11,0,0,0,0,fitzpma01,1994-1995,1995
Wade Flaherty,27,SJS,18,,5,6,1,44,455,411,.903,3.10,1,2.6,852,,,,97,1.24,0,1,1,0,flahewa01,1994-1995,1995
Grant Fuhr,32,LAK,14,,1,7,3,47,379,332,.876,4.04,0,1.2,698,,,,125,-9.32,0,0,0,2,fuhrgr01,1994-1995,1995
Grant Fuhr,32,BUF,3,,1,2,0,12,85,73,.859,4.00,0,0.1,180,,,,,,0,0,0,0,fuhrgr01,1994-1995,1995
Joaquin Gage,21,EDM,2,,0,2,0,7,40,33,.825,4.25,0,-0.1,99,,,,,,0,1,1,0,gagejo02,1994-1995,1995
Jeff Hackett,26,CHI,7,,1,3,2,13,150,137,.913,2.38,0,1.0,328,,,,,,0,0,0,0,hackeje01,1994-1995,1995
Dominik Hasek,30,BUF,41,,19,14,7,85,1221,1136,.930,2.11,5,10.3,2416,,,,70,36.39,0,0,0,2,hasekdo01,1994-1995,1995
Glenn Healy,32,NYR,17,,8,6,1,35,377,342,.907,2.36,1,2.3,888,,,,93,2.48,0,2,2,2,healygl01,1994-1995,1995
Guy Hebert,28,MDA,39,,12,20,4,109,1132,1023,.904,3.13,2,6.6,2092,,,,97,3.54,0,0,0,2,hebergu01,1994-1995,1995
Ron Hextall,30,PHI,31,,17,9,4,88,801,713,.890,2.90,1,3.6,1824,,,,111,-8.36,0,0,0,13,hextaro01,1994-1995,1995
Kelly Hrudey,34,LAK,35,,14,13,5,99,1099,1000,.910,3.14,0,7.1,1894,,,,91,10.26,0,0,0,0,hrudeke01,1994-1995,1995
Arturs Irbe,27,SJS,38,,14,19,3,111,1056,945,.895,3.26,4,5.3,2043,,,,106,-6.01,0,0,0,4,irbear01,1994-1995,1995
Pauli Jaks,23,LAK,1,,0,0,0,2,25,23,.920,3.00,0,0.2,40,,,,,,0,0,0,0,jakspa01,1994-1995,1995
Curtis Joseph,27,STL,36,,20,10,1,89,904,815,.902,2.79,1,5.1,1914,,,,99,0.88,0,1,1,0,josepcu01,1994-1995,1995
Nikolai Khabibulin,22,WIN,26,,8,9,4,76,723,647,.895,3.41,0,3.6,1339,,,,106,-4.12,0,1,1,4,khabini01,1994-1995,1995
Trevor Kidd,22,CGY,43,,22,14,6,107,1170,1063,.909,2.61,3,7.4,2463,,,,92,9.32,0,1,1,2,kiddtr01,1994-1995,1995
Olaf Kolzig,24,WSH,14,,2,8,2,30,305,275,.902,2.49,0,1.7,724,,,,99,0.32,0,0,0,4,kolziol01,1994-1995,1995
Blaine Lacher,24,BOS,35,,19,11,2,79,805,726,.902,2.41,4,4.6,1965,,,,99,1.03,0,1,1,4,lachebl01,1994-1995,1995
Darrin Madeley,26,OTT,5,,1,3,0,15,147,132,.898,3.53,0,0.8,255,,,,,,0,0,0,0,madelda01,1994-1995,1995
Kirk McLean,28,VAN,40,,18,12,10,109,1140,1031,.904,2.75,1,6.7,2374,,,,96,4.34,0,1,1,4,mcleaki01,1994-1995,1995
Jamie McLennan,23,NYI,21,,6,11,2,67,539,472,.876,3.39,0,1.7,1185,,,,125,-13.41,0,0,0,2,mclenja01,1994-1995,1995
Andy Moog,34,DAL,31,,10,12,7,72,846,774,.915,2.44,2,5.9,1770,,,,86,12.11,0,1,1,14,moogan01,1994-1995,1995
Jason Muzzatti,24,CGY,1,,0,0,0,0,8,8,1.000,0.00,0,0.1,10,,,,,,0,0,0,0,muzzaja01,1994-1995,1995
Chris Osgood,22,DET,19,,14,5,0,41,496,455,.917,2.26,1,3.5,1087,,,,83,8.31,0,0,0,2,osgooch01,1994-1995,1995
Felix Potvin,23,TOR,36,,15,13,7,104,1120,1016,.907,2.91,0,6.9,2144,,,,93,7.35,0,0,0,4,potvife01,1994-1995,1995
Daren Puppa,29,TBL,36,,14,19,2,90,946,856,.905,2.68,1,5.6,2013,,,,96,4.05,0,1,1,2,puppada01,1994-1995,1995
Bill Ranford,28,EDM,40,,15,20,3,133,1134,1001,.883,3.62,2,4.4,2203,,,,118,-20.26,0,2,2,2,ranfobi01,1994-1995,1995
Jeff Reese,28,HAR,11,,2,5,1,26,234,208,.889,3.27,0,1.0,477,,,,112,-2.74,0,0,0,0,reeseje01,1994-1995,1995
Damian Rhodes,25,TOR,13,,6,6,1,34,404,370,.916,2.69,0,2.8,760,,,,85,6.17,0,0,0,4,rhodeda01,1994-1995,1995
Mike Richter,28,NYR,35,,14,17,2,97,884,787,.890,2.92,2,4.0,1993,,,,110,-9.11,0,0,0,2,richtmi01,1994-1995,1995
Vincent Riendeau,28,BOS,11,,3,6,1,27,221,194,.878,2.86,0,0.7,565,,,,123,-5.03,0,0,0,2,riendvi01,1994-1995,1995
Dominic Roussel,24,PHI,19,,11,7,0,42,486,444,.914,2.34,1,3.3,1075,,,,87,6.32,0,0,0,6,roussdo01,1994-1995,1995
Patrick Roy,29,MTL,43,,17,20,6,127,1357,1230,.906,2.97,1,8.3,2566,,,,94,7.91,0,1,1,20,roypa01,1994-1995,1995
Tommy Salo,23,NYI,6,,1,5,0,18,189,171,.905,3.02,0,1.1,358,,,,,,0,1,1,0,saloto01,1994-1995,1995
Geoff Sarjeant,25,STL,4,,1,0,0,6,52,46,.885,3.00,0,0.2,120,,,,,,0,1,1,2,sarjege01,1994-1995,1995
Mikhail Shtalenkov,29,MDA,18,,4,7,1,49,448,399,.891,3.63,0,2.1,810,,,,110,-4.46,0,0,0,2,shtalmi01,1994-1995,1995
Garth Snow,25,QUE,2,,1,1,0,11,63,52,.825,5.54,0,-0.1,119,,,,,,0,0,0,0,snowga01,1994-1995,1995
Tommy Soderstrom,25,NYI,26,,8,12,3,70,717,647,.902,3.11,1,4.1,1350,,,,98,1.28,0,0,0,2,soderto01,1994-1995,1995
Robb Stauber,27,BUF,6,,2,3,0,20,150,130,.867,3.79,0,0.3,317,,,,,,0,0,0,0,staubro01,1994-1995,1995
Robb Stauber,27,LAK,1,,0,0,0,2,6,4,.667,7.33,0,-0.1,16,,,,,,0,0,0,0,staubro01,1994-1995,1995
Jamie Storr,19,LAK,5,,1,3,1,17,152,135,.888,3.87,0,0.7,263,,,,,,0,0,0,0,storrja01,1994-1995,1995
Rick Tabaracci,26,WSH,8,,1,3,2,16,147,131,.891,2.44,0,0.7,394,,,,,,0,1,1,2,tabarri01,1994-1995,1995
Rick Tabaracci,26,CGY,5,,2,0,1,5,93,88,.946,1.48,0,0.9,202,,,,,,0,1,1,0,tabarri01,1994-1995,1995
Chris Terreri,30,NJD,15,,3,7,2,31,309,278,.900,2.53,0,1.7,734,,,,101,-0.28,0,0,0,0,terrech01,1994-1995,1995
Jocelyn Thibault,20,QUE,18,,12,2,2,35,423,388,.917,2.34,1,3.0,898,,,,83,7.05,0,0,0,0,thibajo01,1994-1995,1995
Mike Torchia,22,DAL,6,,3,2,1,18,172,154,.895,3.30,0,0.9,327,,,,,,0,0,0,0,torchmi01,1994-1995,1995
Andrei Trefilov,25,CGY,6,,0,3,0,16,130,114,.877,4.07,0,0.4,236,,,,,,0,0,0,0,trefian01,1994-1995,1995
Ron Tugnutt,27,MTL,7,,1,3,1,18,172,154,.895,3.12,0,0.9,346,,,,,,0,0,0,0,tugnuro01,1994-1995,1995
John Vanbiesbrouck,31,FLA,37,,14,15,4,86,1000,914,.914,2.47,4,6.8,2087,,,,87,13.42,0,1,1,6,vanbijo01,1994-1995,1995
Mike Vernon,31,DET,30,,19,6,4,76,710,634,.893,2.52,1,3.4,1807,,,,108,-5.41,0,0,0,8,vernomi01,1994-1995,1995
Jimmy Waite,25,CHI,2,,1,1,0,5,51,46,.902,2.53,0,0.3,119,,,,,,0,0,0,0,waiteji01,1994-1995,1995
Darcy Wakaluk,28,DAL,15,,4,8,0,40,341,301,.883,3.18,2,1.3,754,,,,118,-6.10,0,0,0,4,wakalda01,1994-1995,1995
Kay Whitmore,27,VAN,11,,0,6,2,37,279,242,.867,3.98,0,0.7,558,,,,133,-9.26,0,1,1,7,whitmka01,1994-1995,1995
Ken Wregget,30,PIT,38,,25,9,2,118,1219,1101,.903,3.21,0,7.1,2208,,,,97,3.19,0,0,0,14,wreggke01,1994-1995,1995
Wendell Young,31,PIT,10,,3,6,0,27,255,228,.894,3.26,0,1.3,497,,,,107,-1.65,0,0,0,2,youngwe01,1994-1995,1995
Tom Barrasso,28,PIT,44,,22,15,5,139,1304,1165,.893,3.36,2,6.8,2482,,,,102,-2.17,0,1,1,42,barrato01,1993-1994,1994
Don Beaupre,32,WSH,53,,24,16,8,135,1122,987,.880,2.84,2,4.5,2853,,,,115,-17.27,0,1,1,16,beaupdo01,1993-1994,1994
Stephane Beauregard,26,WIN,13,,0,4,1,34,211,177,.839,4.88,0,0.1,418,,,,,,0,0,0,0,beaurst01,1993-1994,1994
Ed Belfour,28,CHI,70,,37,24,6,178,1892,1714,.906,2.67,7,12.0,3998,,,,90,20.52,0,4,4,61,belfoed01,1993-1994,1994
Jean-Claude Bergeron,25,TBL,3,,1,1,1,7,69,62,.899,3.13,0,0.4,134,,,,,,0,0,0,0,bergeje01,1993-1994,1994
Daniel Berthiaume,28,OTT,1,,0,0,0,2,2,0,.000,184.62,0,-0.1,1,,,,,,0,0,0,0,berthda01,1993-1994,1994
Craig Billington,27,OTT,63,,11,41,4,254,1801,1547,.859,4.59,0,4.0,3319,,,,134,-65.03,0,0,0,8,billicr01,1993-1994,1994
John Blue,27,BOS,18,,5,8,3,47,407,360,.885,2.99,0,1.8,944,,,,110,-4.29,0,0,0,7,bluejo01,1993-1994,1994
Fred Brathwaite,21,EDM,19,,3,10,3,58,523,465,.889,3.54,0,2.5,982,,,,106,-3.12,0,0,0,0,brathfr01,1993-1994,1994
Martin Brodeur,21,NJD,47,,27,11,8,105,1238,1133,.915,2.40,3,8.9,2625,,,,81,24.90,0,0,0,2,brodema01,1993-1994,1994
Sean Burke,27,HAR,47,,17,24,5,137,1458,1321,.906,2.99,2,9.3,2750,,,,90,15.98,0,0,0,16,burkese01,1993-1994,1994
Jon Casey,31,BOS,57,,30,15,9,153,1289,1136,.881,2.88,4,5.4,3192,,,,113,-17.75,0,2,2,14,caseyjo01,1993-1994,1994
Frederic Chabot,25,PHI,4,,0,1,1,5,40,35,.875,4.26,0,0.1,70,,,,,,0,0,0,0,chabofr01,1993-1994,1994
Frederic Chabot,25,MTL,1,,0,1,0,5,24,19,.792,5.00,0,-0.1,60,,,,,,0,0,0,0,chabofr01,1993-1994,1994
Tim Cheveldae,25,DET,30,,16,9,1,91,727,636,.875,3.47,1,2.6,1572,,,,119,-14.72,0,1,1,0,cheveti01,1993-1994,1994
Tim Cheveldae,25,WIN,14,,5,8,1,52,485,433,.893,3.96,1,2.5,788,,,,102,-1.11,0,0,0,2,cheveti01,1993-1994,1994
Jacques Cloutier,34,QUE,14,,3,2,1,24,232,208,.897,3.03,0,1.3,475,,,,,,0,0,0,2,cloutja01,1993-1994,1994
Wayne Cowley,29,EDM,1,,0,1,0,3,35,32,.914,3.15,0,0.2,57,,,,,,0,0,0,0,cowlewa01,1993-1994,1994
Byron Dafoe,22,WSH,5,,2,2,0,13,101,88,.871,3.39,0,0.3,230,,,,,,0,0,0,0,dafoeby01,1993-1994,1994
Rob Dopson,26,PIT,2,,0,0,0,3,23,20,.870,3.96,0,0.1,45,,,,,,0,0,0,0,dopsoro01,1993-1994,1994
Tom Draper,27,NYI,7,,1,3,0,16,118,102,.864,4.23,0,0.3,227,,,,,,0,0,0,0,drapeto01,1993-1994,1994
Bob Essensa,29,WIN,56,,19,30,6,201,1714,1513,.883,3.85,1,7.4,3136,,,,112,-21.15,0,0,0,6,essenbo01,1993-1994,1994
Bob Essensa,29,DET,13,,4,7,2,34,337,303,.899,2.62,1,1.9,778,,,,96,1.36,0,2,2,0,essenbo01,1993-1994,1994
Stephane Fiset,23,QUE,50,,20,25,4,158,1434,1276,.890,3.39,2,7.1,2798,,,,105,-7.53,0,3,3,8,fisetst01,1993-1994,1994
Mark Fitzpatrick,25,FLA,28,,12,8,6,73,844,771,.914,2.73,1,5.9,1603,,,,82,15.56,0,2,2,4,fitzpma01,1993-1994,1994
Grant Fuhr,31,BUF,32,,13,12,3,106,907,801,.883,3.69,2,3.9,1726,,,,111,-10.83,0,4,4,16,fuhrgr01,1993-1994,1994
Mario Gosselin,30,HAR,7,,0,4,0,21,107,86,.804,5.27,0,-0.3,239,,,,,,0,0,0,0,gossema01,1993-1994,1994
David Goverde,23,LAK,1,,0,1,0,7,37,30,.811,7.00,0,-0.1,60,,,,,,0,0,0,0,goverda01,1993-1994,1994
Jeff Hackett,25,CHI,22,,2,12,3,62,566,504,.890,3.43,0,2.8,1084,,,,104,-2.61,0,1,1,2,hackeje01,1993-1994,1994
Dominik Hasek,29,BUF,58,,30,20,6,109,1552,1443,.930,1.95,7,13.1,3358,,,,67,53.85,0,3,3,6,hasekdo01,1993-1994,1994
Glenn Healy,31,NYR,29,,10,12,2,69,567,498,.878,3.03,2,2.2,1368,,,,116,-9.51,0,2,2,2,healygl01,1993-1994,1994
Guy Hebert,27,MDA,52,,20,27,3,141,1513,1372,.907,2.83,2,9.7,2991,,,,89,17.76,0,0,0,2,hebergu01,1993-1994,1994
Ron Hextall,29,NYI,65,,27,26,6,184,1801,1617,.898,3.08,5,10.2,3581,,,,97,4.97,0,3,3,52,hextaro01,1993-1994,1994
Jim Hrivnak,25,STL,23,,4,10,0,69,563,494,.877,4.27,0,2.2,970,,,,117,-9.93,0,1,1,2,hrivnji01,1993-1994,1994
